Voltage_0,Voltage_1
0.132735,0.920155
,
2,
100,100
20-10-23,20-10-23
06:49.2,06:49.2
Volts,Volts
Time,Time
2.00E-01,2.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.131768,0.923055
0.133702,0.919832
